time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,state,chewing_side,cpm,channel,activity_label
5894860.0,-0.572266,0.973145,-1.34082,0.05276,0.019985,0.011991,-1.866699,0.199707,-0.563477,-0.038104,0.037038,-0.010925,warming_up,-,0.000,-,non_chewing
5894870.0,-0.587891,0.974609,-1.327637,0.053559,0.027979,0.002931,-1.856934,0.199219,-0.581543,-0.027979,0.043966,-0.018119,warming_up,-,0.000,-,non_chewing
5894880.0,-0.57666,0.979492,-1.328125,0.04743,0.019185,0.015455,-1.86084,0.202637,-0.57373,-0.029577,0.039969,-0.005329,warming_up,-,0.000,-,non_chewing
5894890.0,-0.587891,0.972656,-1.311035,0.040236,0.019185,0.00906,-1.85791,0.197266,-0.566895,-0.034374,0.040236,-0.014123,warming_up,-,0.000,-,non_chewing
5894900.0,-0.584961,0.982422,-1.311035,0.041568,0.033841,0.009859,-1.870605,0.205566,-0.569824,-0.030377,0.053292,-0.011191,warming_up,-,0.000,-,non_chewing
5894910.0,-0.581055,0.972656,-1.32959,0.051161,0.021317,0.01279,-1.861328,0.209473,-0.583008,-0.041835,0.041835,-0.00373,warming_up,-,0.000,-,non_chewing
5894920.0,-0.584961,0.972168,-1.32666,0.039969,0.015721,0.013057,-1.861816,0.203125,-0.57666,-0.038371,0.038371,-0.015455,warming_up,-,0.000,-,non_chewing
5894930.0,-0.57373,0.976074,-1.329102,0.059421,0.017054,0.010658,-1.870117,0.200195,-0.578613,-0.02638,0.045032,-0.020251,warming_up,-,0.000,-,non_chewing
5894940.0,-0.57959,0.975586,-1.316406,0.05196,0.02638,0.011724,-1.85498,0.209961,-0.567383,-0.03011,0.036772,-0.017853,warming_up,-,0.000,-,non_chewing
5894950.0,-0.578613,0.978516,-1.325684,0.054625,0.018652,0.005063,-1.861328,0.20459,-0.579102,-0.031176,0.038904,-0.018386,warming_up,-,0.000,-,non_chewing
5894960.0,-0.581055,0.973145,-1.332031,0.044766,0.023182,0.015188,-1.861328,0.203613,-0.575684,-0.034107,0.045299,-0.007994,warming_up,-,0.000,-,non_chewing
5894970.0,-0.578125,0.980469,-1.329102,0.053026,0.014655,0.018919,-1.858398,0.208008,-0.566895,-0.037305,0.050095,-0.011191,warming_up,-,0.000,-,non_chewing
