time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,activity_label
5329065.0,-0.637207,1.862793,0.116699,0.220631,-0.068481,0.080738,0.299316,-1.898926,0.712891,0.163341,-0.100989,-0.129767,chewing
5329075.0,-0.65332,1.873047,0.113281,0.257136,-0.117243,0.068747,0.304688,-1.894043,0.713867,0.16947,-0.097525,-0.153749,chewing
5329085.0,-0.651855,1.875,0.107422,0.225427,-0.139626,0.046098,0.302246,-1.882324,0.713867,0.142557,-0.0437,-0.138294,chewing
5329095.0,-0.657715,1.862793,0.111816,0.20038,-0.113247,0.06475,0.290039,-1.894531,0.686523,0.157746,-0.004263,-0.163341,chewing
5329105.0,-0.665039,1.86377,0.101074,0.190254,-0.075409,0.065816,0.287109,-1.887207,0.722168,0.172934,-0.000799,-0.155881,chewing
5329115.0,-0.681641,1.850586,0.10498,0.176398,-0.074876,0.067415,0.292969,-1.891113,0.732422,0.168404,0.014922,-0.143623,chewing
5329125.0,-0.673828,1.855469,0.108887,0.116178,-0.046098,0.04743,0.275391,-1.899902,0.708008,0.140959,0.03091,-0.124704,chewing
5329135.0,-0.659668,1.850098,0.105957,0.079672,-0.021317,0.04823,0.286133,-1.905273,0.716797,0.153216,0.035173,-0.133231,chewing
5329145.0,-0.683594,1.847656,0.083984,0.063418,-0.002931,0.054358,0.281738,-1.89209,0.732422,0.159611,0.010126,-0.120974,chewing
5329155.0,-0.686035,1.848145,0.087891,0.058355,-0.029311,0.028511,0.273926,-1.891113,0.732422,0.138294,0.001332,-0.110315,chewing
5329165.0,-0.661621,1.862305,0.091309,0.049562,-0.06475,0.029311,0.303711,-1.900879,0.72998,0.12124,-0.025047,-0.083136,chewing
5329175.0,-0.673828,1.86084,0.096191,0.006395,-0.056757,0.02638,0.309082,-1.884277,0.724121,0.092462,0.036239,-0.10019,chewing
5329185.0,-0.675293,1.856445,0.111816,0.079139,-0.090864,0.008527,0.307129,-1.876953,0.720703,0.091397,0.115645,-0.135096,chewing
5329195.0,-0.663086,1.881836,0.102539,0.120175,-0.106851,0.022649,0.296875,-1.897949,0.691895,0.088998,0.139093,-0.162809,chewing
5329205.0,-0.660156,1.875977,0.090332,0.136162,-0.134564,0.033041,0.30127,-1.88623,0.740234,0.154282,0.086067,-0.118576,chewing
5329215.0,-0.671875,1.871582,0.114746,0.009859,-0.038904,-0.006129,0.285156,-1.86377,0.768066,0.120175,0.0874,-0.098858,chewing
5329225.0,-0.667969,1.865234,0.109863,-0.083936,0.057023,-0.071678,0.282227,-1.884277,0.786133,0.124438,0.087133,-0.091397,chewing
5329235.0,-0.670898,1.873535,0.095703,-0.10925,0.124172,-0.06928,0.285645,-1.868164,0.79248,0.151084,0.089798,-0.155348,chewing
5329245.0,-0.672363,1.849609,0.095703,-0.254738,0.266995,-0.05196,0.264648,-1.902344,0.706055,0.135896,0.062619,-0.150551,chewing
5329255.0,-0.684082,1.843262,0.105469,-0.397296,0.376778,-0.054625,0.287109,-1.938477,0.624023,0.12657,-0.068481,-0.0437,chewing
5329265.0,-0.684082,1.830566,0.11377,-0.333345,0.307498,-0.041035,0.324219,-1.931641,0.620117,0.205975,-0.268328,-0.016521,chewing
5329275.0,-0.674316,1.835938,0.124512,-0.245678,0.24408,-0.05196,0.414551,-1.833008,0.737305,0.222496,-0.248876,-0.01732,chewing
5329285.0,-0.672852,1.86377,0.182617,-0.163341,0.133764,-0.077807,0.396484,-1.774414,0.856445,0.12204,-0.058622,-0.05649,chewing
5329295.0,-0.65332,1.871582,0.115723,-0.071678,0.067415,-0.051694,0.264648,-1.867676,0.77832,0.064217,0.065017,-0.08287,chewing
5329305.0,-0.651367,1.859375,0.123047,-0.039436,0.043433,-0.052227,0.276855,-1.906738,0.769531,0.000266,0.085801,-0.002931,chewing
5329315.0,-0.651367,1.882324,0.116211,-0.030643,0.031176,-0.047164,0.27002,-1.89209,0.760742,-0.032242,0.120175,-0.026913,chewing
5329325.0,-0.649902,1.867676,0.119141,-0.027712,0.036239,-0.051427,0.30957,-1.887695,0.754883,-0.034107,0.153749,-0.055158,chewing
5329335.0,-0.667969,1.85498,0.118164,-0.032508,0.030643,-0.033574,0.344238,-1.86377,0.734375,-0.027179,0.127369,-0.054092,chewing
5329345.0,-0.67041,1.850586,0.128906,-0.026913,0.029311,-0.051694,0.373047,-1.839844,0.750977,-0.013323,0.092462,-0.046631,chewing
5329355.0,-0.671875,1.86377,0.134277,-0.02185,0.0429,-0.048763,0.358887,-1.843262,0.759766,0.000266,0.076208,-0.047963,chewing
5329365.0,-0.685059,1.851074,0.112793,0.050894,0.029844,-0.044766,0.336914,-1.844238,0.754395,-0.009859,0.114046,-0.059421,chewing
5329375.0,-0.680664,1.861328,0.109375,0.075942,0.037571,-0.041835,0.286621,-1.856445,0.779785,-0.007194,0.158812,-0.046897,chewing
5329385.0,-0.681152,1.856445,0.119141,0.069813,0.064217,-0.013856,0.276367,-1.875488,0.771484,-0.051694,0.264597,-0.068214,chewing
5329395.0,-0.684082,1.85498,0.119629,0.067415,0.07834,0.015188,0.262207,-1.898438,0.739258,-0.107917,0.329081,-0.09193,chewing
5329405.0,-0.670898,1.86084,0.119629,0.068747,0.049562,0.052493,0.286133,-1.90332,0.737793,-0.161743,0.327216,-0.040769,chewing
5329415.0,-0.678711,1.852051,0.116211,0.082337,0.061553,0.057822,0.302734,-1.895996,0.722168,-0.259268,0.319488,-0.009859,chewing
5329425.0,-0.654785,1.871582,0.127441,0.12124,-0.002931,0.0437,0.317383,-1.875,0.734375,-0.321087,0.251274,0.034907,chewing
5329435.0,-0.656738,1.878418,0.104004,0.16494,-0.047164,0.049828,0.331055,-1.864746,0.744629,-0.314959,0.179862,0.073277,chewing
5329445.0,-0.645996,1.872559,0.085449,0.250475,-0.17027,0.090864,0.375,-1.840332,0.899414,-0.195317,0.114845,0.090597,chewing
5329455.0,-0.646484,1.874512,0.058594,0.401293,-0.255804,0.139626,0.285156,-1.890137,0.768555,-0.251807,0.099124,0.10019,chewing
5329465.0,-0.675781,1.877441,0.108398,0.351464,-0.286181,0.100989,0.277832,-1.882324,0.737793,-0.191054,0.036772,0.104453,chewing
5329475.0,-0.652832,1.854492,0.060059,0.390634,-0.313893,0.10472,0.350098,-1.816406,0.875488,-0.021317,0.015455,0.115911,chewing
5329485.0,-0.677734,1.838867,0.101074,0.081538,0.062885,-0.027179,0.216797,-1.971191,0.630371,-0.286447,0.068214,0.142824,chewing
5329495.0,-0.714844,1.834473,0.10791,-0.047963,0.20038,-0.097792,0.335938,-1.925781,0.673828,-0.132698,-0.081271,0.280851,chewing
5329505.0,-0.711426,1.835938,0.074707,-0.087933,0.267795,-0.112181,0.320313,-1.876953,0.714355,-0.278986,-0.013057,0.288579,chewing
5329515.0,-0.706055,1.839355,0.105469,-0.096193,0.302168,-0.079939,0.281738,-1.903809,0.715332,-0.313093,-0.027446,0.333877,chewing
5329525.0,-0.711426,1.84082,0.088867,-0.068214,0.303234,-0.063685,0.295898,-1.867188,0.754883,-0.307764,-0.028245,0.340806,chewing
5329535.0,-0.68457,1.851563,0.095703,-0.032242,0.257403,0.020251,0.265625,-1.890625,0.745605,-0.33441,0.044766,0.280851,chewing
5329545.0,-0.653809,1.856934,0.103516,0.021317,0.236619,0.059688,0.262207,-1.894043,0.718262,-0.336809,0.122306,0.19958,chewing
5329555.0,-0.637207,1.863281,0.10498,0.029311,0.222496,0.083403,0.268066,-1.910156,0.718262,-0.300303,0.17027,0.107651,chewing
5329565.0,-0.640137,1.858398,0.115234,0.020784,0.218233,0.057023,0.271484,-1.882324,0.694336,-0.257403,0.178263,0.084469,chewing
5329575.0,-0.626953,1.858398,0.119629,0.02185,0.176665,0.01359,0.280762,-1.881836,0.704102,-0.210772,0.148953,0.084202,chewing
5329585.0,-0.625,1.871582,0.098145,0.004796,0.118576,-0.031176,0.289063,-1.894043,0.713867,-0.214769,0.133498,0.110848,chewing
5329595.0,-0.644531,1.868652,0.105469,0.06102,0.03464,-0.067681,0.289063,-1.897949,0.720215,-0.197715,0.149752,0.084735,chewing
5329605.0,-0.678711,1.848633,0.106445,0.058355,0.033574,-0.059421,0.274902,-1.908203,0.737793,-0.198248,0.155081,0.082603,chewing
5329615.0,-0.679687,1.851563,0.09082,0.003464,0.059155,-0.083403,0.290039,-1.900879,0.723633,-0.185724,0.231289,0.046364,chewing
5329625.0,-0.697266,1.855957,0.108887,0.018652,0.046364,-0.067948,0.297363,-1.89209,0.722168,-0.209706,0.265397,0.03917,chewing
5329635.0,-0.686035,1.859863,0.097168,0.029044,0.052227,-0.024781,0.29541,-1.897461,0.703613,-0.203311,0.269926,0.008793,chewing
5329645.0,-0.692383,1.860352,0.108887,0.033041,0.055691,-0.001332,0.304199,-1.881348,0.700684,-0.175066,0.281384,-0.075675,chewing
5329655.0,-0.698242,1.874512,0.105957,0.043167,0.041835,-0.002665,0.29248,-1.88623,0.695801,-0.11751,0.261933,-0.083403,chewing
5329665.0,-0.692871,1.873535,0.092773,0.053825,0.027446,-0.007727,0.27832,-1.877441,0.706055,-0.077541,0.235553,-0.080205,chewing
5329675.0,-0.686035,1.882813,0.11084,0.081005,0.007994,0.002665,0.259277,-1.889648,0.711914,-0.06475,0.209173,-0.062619,chewing
5329685.0,-0.682617,1.88623,0.10791,0.094328,0.00826,0.020784,0.247559,-1.904297,0.71582,-0.066083,0.171069,-0.069813,chewing
5329695.0,-0.675293,1.871582,0.102051,0.100456,0.006662,0.038104,0.258301,-1.904297,0.706543,-0.042634,0.17853,-0.077274,chewing
5329705.0,-0.678711,1.863281,0.099609,0.109516,0.01279,0.047963,0.260254,-1.906738,0.708496,-0.053292,0.179329,-0.094061,chewing
5329715.0,-0.672852,1.870605,0.109375,0.126303,0.016787,0.036239,0.266602,-1.922852,0.691406,-0.043433,0.164407,-0.110582,chewing
5329725.0,-0.65332,1.876953,0.102051,0.158012,-0.019452,0.009593,0.271484,-1.916992,0.668945,-0.016254,0.120175,-0.117243,chewing
5329735.0,-0.660156,1.867188,0.108398,0.148686,-0.029844,-0.005596,0.27832,-1.910156,0.666016,0.01279,0.070613,-0.10472,chewing
5329745.0,-0.662598,1.867676,0.104004,0.135096,0.001332,0.014655,0.28418,-1.915039,0.656738,0.03011,-0.00373,-0.076741,chewing
5329755.0,-0.678223,1.863281,0.099121,0.09113,0.027979,0.00826,0.260254,-1.905273,0.679199,0.046897,-0.093795,-0.038104,chewing
5329765.0,-0.673828,1.850098,0.115234,0.075942,0.046631,0.002132,0.27002,-1.892578,0.678711,0.05649,-0.129234,-0.019985,chewing
5329775.0,-0.675293,1.853516,0.10498,0.093795,0.033041,0.005596,0.276855,-1.897461,0.707031,0.067149,-0.13936,-0.012257,chewing
5329785.0,-0.657715,1.867188,0.098633,0.093528,0.026113,0.009859,0.268066,-1.897461,0.716797,0.068214,-0.104453,-0.055158,chewing
5329795.0,-0.654297,1.862305,0.112793,0.059421,0.046098,0.030377,0.260254,-1.892578,0.714844,0.037571,-0.051161,-0.084735,chewing
5329805.0,-0.67334,1.852539,0.105957,0.019985,0.058089,0.008527,0.270508,-1.911133,0.694336,0.057822,-0.095926,-0.06928,chewing
5329815.0,-0.686035,1.842773,0.091797,0.063152,-0.005862,0.002931,0.287598,-1.902344,0.716309,0.092196,-0.165207,-0.034107,chewing
5329825.0,-0.675781,1.839844,0.087402,0.092196,-0.030643,0.009593,0.29248,-1.896973,0.702637,0.120708,-0.269127,-0.002132,chewing
5329835.0,-0.683594,1.850586,0.075684,0.232089,-0.16041,0.094328,0.317871,-1.87207,0.71582,0.217167,-0.394364,-0.007727,chewing
5329845.0,-0.670898,1.854492,0.091309,0.346135,-0.240882,0.140692,0.353027,-1.865234,0.708984,0.243014,-0.310429,-0.114046,chewing
5329855.0,-0.67041,1.841797,0.121094,0.292309,-0.16574,0.120708,0.341309,-1.896484,0.696289,0.192652,-0.153482,-0.246478,chewing
5329865.0,-0.667969,1.848633,0.131348,0.13483,-0.064217,0.044233,0.317871,-1.866699,0.69043,0.226227,-0.022116,-0.292576,chewing
5329875.0,-0.657715,1.844238,0.126465,0.096726,-0.024248,0.004263,0.253906,-1.914551,0.703613,0.229957,-0.020518,-0.279786,chewing
5329885.0,-0.658203,1.85791,0.089355,0.02638,0.041568,-0.045565,0.242187,-1.940918,0.706543,0.281651,-0.111115,-0.187856,chewing
5329895.0,-0.658691,1.861816,0.079102,0.085002,-0.041302,-0.03011,0.298828,-1.890137,0.775879,0.320554,-0.147087,-0.153216,chewing
5329905.0,-0.638184,1.889648,0.087402,0.113779,-0.118309,-0.040769,0.26123,-1.883301,0.77002,0.240882,-0.07008,-0.154815,chewing
5329915.0,-0.686035,1.86377,0.106445,-0.08207,0.004263,-0.140159,0.250488,-1.952148,0.669434,0.151617,0.000533,-0.124438,chewing
5329925.0,-0.659668,1.865723,0.114746,-0.172135,0.125237,-0.172934,0.334961,-1.887207,0.727539,0.202245,0.137495,-0.199314,chewing
5329935.0,-0.69043,1.833496,0.123535,-0.216368,0.174266,-0.134564,0.292969,-1.892578,0.716797,0.200113,0.176665,-0.261133,chewing
5329945.0,-0.695312,1.853516,0.108887,-0.098325,0.131366,-0.057822,0.268066,-1.906738,0.685059,0.282717,0.06102,-0.270459,chewing
5329955.0,-0.708008,1.86377,0.09082,0.040236,-0.047697,-0.009326,0.299316,-1.880371,0.700684,0.300836,-0.060221,-0.166806,chewing
5329965.0,-0.6875,1.870117,-0.066406,0.455384,-0.555574,0.181461,0.262207,-1.875488,0.75293,0.329348,-0.214502,-0.056757,chewing
5329975.0,-0.724121,1.90625,0.162598,-0.119375,-0.133764,-0.124971,0.264648,-1.896973,0.719238,0.183593,-0.226493,0.037571,chewing
5329985.0,-0.67041,1.842285,0.125488,-0.452986,0.192652,-0.24328,0.322266,-1.902344,0.706055,0.1311,-0.268594,0.165473,chewing
5329995.0,-0.662598,1.87207,0.132812,-0.431669,0.263531,-0.179596,0.410645,-1.814941,0.818359,0.019452,0.004263,0.040236,chewing
5330005.0,-0.70752,1.816406,0.111816,-0.191853,0.174266,-0.069014,0.26709,-1.912109,0.745117,-0.035173,0.133498,-0.14309,chewing
5330015.0,-0.703613,1.83252,0.129883,-0.063685,0.13936,-0.04823,0.300781,-1.879883,0.757812,0.006395,0.12124,-0.090864,chewing
5330025.0,-0.70166,1.854004,0.11084,-0.018919,0.092729,-0.034907,0.308105,-1.871094,0.767578,-0.020518,0.119642,-0.062086,chewing
5330035.0,-0.717285,1.851563,0.104004,-0.017853,0.079672,-0.030643,0.29248,-1.874023,0.73584,-0.017853,0.05276,0.003997,chewing
5330045.0,-0.706543,1.852539,0.097168,-0.001599,0.036239,-0.009326,0.319336,-1.875977,0.741699,-0.011724,0.055957,0.009859,chewing
5330055.0,-0.680664,1.868652,0.111816,0.03544,0.025047,-0.009859,0.323242,-1.883789,0.742676,-0.00453,0.06555,-0.006662,chewing
5330065.0,-0.672363,1.861328,0.118652,0.053559,0.046364,0.003464,0.327148,-1.872559,0.743164,-0.009326,0.062885,-0.032508,chewing
5330075.0,-0.669434,1.867188,0.126465,0.091397,0.051427,0.016787,0.313965,-1.866699,0.759277,0.007461,0.075942,-0.0429,chewing
5330085.0,-0.66748,1.864746,0.122559,0.12577,0.022116,0.014922,0.296875,-1.861816,0.735352,-0.021317,0.110049,-0.063152,chewing
5330095.0,-0.674805,1.866211,0.121582,0.154548,-0.002398,0.003997,0.287598,-1.878906,0.759277,-0.020784,0.118576,-0.077008,chewing
5330105.0,-0.672852,1.874512,0.095215,0.150285,-0.010126,0.007461,0.294922,-1.886719,0.755859,-0.028245,0.137761,-0.064217,chewing
5330115.0,-0.688477,1.858887,0.11377,0.101789,0.000533,0.000266,0.294922,-1.869629,0.77002,-0.050628,0.190254,-0.063951,chewing
5330125.0,-0.687012,1.841797,0.109375,0.067681,0.026646,0.019985,0.29248,-1.890137,0.749023,-0.103387,0.26593,-0.066616,chewing
5330135.0,-0.684082,1.831055,0.116699,0.080738,0.046897,0.038371,0.313477,-1.878418,0.761719,-0.153216,0.313093,-0.077541,chewing
5330145.0,-0.686035,1.838379,0.118164,0.079672,0.045032,0.044766,0.30957,-1.918457,0.701172,-0.212637,0.232888,-0.014655,chewing
5330155.0,-0.674805,1.842773,0.11084,0.106052,-0.014922,0.022649,0.338379,-1.874512,0.729004,-0.227026,0.145222,0.058622,chewing
5330165.0,-0.630859,1.87207,0.121582,0.188655,-0.157746,0.066882,0.387695,-1.822754,0.795898,-0.255804,0.176931,0.084469,chewing
5330175.0,-0.660156,1.87207,0.04834,0.226227,-0.120441,0.083669,0.321289,-1.848633,0.800781,-0.159078,0.091663,0.040769,chewing
5330185.0,-0.695801,1.865723,0.108398,0.141758,-0.120974,0.028511,0.268066,-1.842773,0.718262,-0.148953,0.077807,0.011191,chewing
5330195.0,-0.711426,1.833984,0.113281,0.077807,-0.059688,-0.060487,0.279785,-1.928711,0.670898,-0.090864,-0.051694,0.150285,chewing
5330205.0,-0.716309,1.842773,0.098145,0.123372,-0.041568,-0.096726,0.293457,-1.91748,0.697266,-0.129501,-0.100989,0.233954,chewing
5330215.0,-0.733887,1.856934,0.086426,0.086867,0.026113,-0.077008,0.283691,-1.921387,0.69873,-0.174533,-0.113247,0.245945,chewing
5330225.0,-0.73877,1.854004,0.082031,-0.011191,0.123106,-0.018652,0.286133,-1.896973,0.746582,-0.188655,-0.10392,0.2606,chewing
5330235.0,-0.716309,1.836914,0.08252,-0.050361,0.186524,0.019452,0.267578,-1.898926,0.727051,-0.337075,0.016521,0.2614,chewing
5330245.0,-0.700195,1.855957,0.087891,0.044233,0.123372,0.077274,0.297852,-1.879395,0.751465,-0.319755,0.066616,0.22596,chewing
5330255.0,-0.675781,1.871094,0.118164,0.011724,0.14309,0.063951,0.268066,-1.89502,0.72168,-0.41808,0.160677,0.19585,chewing
5330265.0,-0.672852,1.872559,0.098145,-0.005862,0.193452,0.022383,0.279297,-1.899902,0.708008,-0.313626,0.134564,0.102322,chewing
5330275.0,-0.661621,1.870605,0.080078,0.041302,0.1303,0.030377,0.281738,-1.885254,0.718262,-0.293908,0.107118,0.088998,chewing
5330285.0,-0.677246,1.857422,0.098633,0.01359,0.114845,-0.012524,0.291992,-1.904785,0.702637,-0.237152,0.052227,0.136162,chewing
5330295.0,-0.677246,1.858887,0.120117,-0.030377,0.121507,-0.0437,0.312012,-1.875,0.725586,-0.183593,0.005862,0.150818,chewing
5330305.0,-0.679687,1.851563,0.097168,-0.014655,0.116178,-0.087666,0.301758,-1.878418,0.730957,-0.151084,-0.016787,0.166539,chewing
5330315.0,-0.689941,1.852051,0.11377,-0.005862,0.096726,-0.071412,0.277344,-1.892578,0.731934,-0.164141,0.008527,0.151617,chewing
5330325.0,-0.693848,1.841309,0.097656,0.00373,0.094594,-0.034907,0.29834,-1.899414,0.752441,-0.153749,0.022116,0.124704,chewing
5330335.0,-0.683105,1.847656,0.109375,0.057023,0.061819,-0.016521,0.299805,-1.880859,0.73877,-0.143357,0.086334,0.079939,chewing
5330345.0,-0.702637,1.849609,0.115234,0.054092,0.079939,-0.022649,0.286621,-1.877441,0.730957,-0.136962,0.173734,0.04823,chewing
5330355.0,-0.689453,1.841797,0.10498,0.074609,0.087933,0.009326,0.288574,-1.880371,0.727051,-0.146288,0.233688,-0.018119,chewing
5330365.0,-0.687012,1.838867,0.092773,0.076741,0.079406,0.005329,0.288086,-1.884766,0.720215,-0.137228,0.277654,-0.062352,chewing
5330375.0,-0.675781,1.852539,0.106445,0.069813,0.073544,0.002665,0.272461,-1.877441,0.71582,-0.13936,0.322686,-0.044766,chewing
5330385.0,-0.682617,1.84082,0.115234,0.069547,0.039969,0.004796,0.272461,-1.882324,0.703613,-0.115645,0.300303,-0.080472,chewing
5330395.0,-0.672363,1.858398,0.121582,0.054358,0.023982,-0.006928,0.273438,-1.896484,0.706055,-0.096726,0.275256,-0.038371,chewing
5330405.0,-0.686035,1.848145,0.109375,0.050095,-0.007194,-0.000533,0.283691,-1.89502,0.725098,-0.099124,0.224894,-0.019718,chewing
5330415.0,-0.67334,1.868164,0.111816,0.014123,-0.03544,0.010925,0.29248,-1.904785,0.700684,-0.098325,0.210239,-0.02638,chewing
5330425.0,-0.694824,1.856445,0.091797,-0.000266,-0.040502,-0.011458,0.271484,-1.907227,0.70459,-0.085801,0.170802,-0.010925,chewing
5330435.0,-0.686035,1.865234,0.094238,0.008793,-0.036505,0.000799,0.277344,-1.897461,0.695801,-0.083403,0.143623,0.029311,chewing
5330445.0,-0.709961,1.845215,0.11084,0.013323,-0.047697,0.001332,0.284668,-1.902344,0.691406,-0.066349,0.094861,0.07834,chewing
5330455.0,-0.690918,1.864258,0.088379,0.012257,-0.007194,0.036239,0.30957,-1.898438,0.698242,-0.041302,0.086867,0.034374,chewing
5330465.0,-0.696777,1.866211,0.109863,-0.00906,-0.016787,0.066349,0.255371,-1.911621,0.69043,-0.03544,0.049562,0.01359,chewing
5330475.0,-0.671875,1.873047,0.104004,-0.006395,-0.00826,0.110582,0.240723,-1.916016,0.68457,-0.001066,0.033308,0.016254,chewing
5330485.0,-0.665527,1.884277,0.118164,-0.015721,0.020518,0.115378,0.243164,-1.931152,0.666504,0.010658,-0.027712,0.002398,chewing
5330495.0,-0.680664,1.883301,0.117188,-0.052493,0.033841,0.088199,0.233398,-1.93457,0.660645,0.023982,-0.135896,0.071412,chewing
5330505.0,-0.672363,1.874512,0.096191,-0.074609,0.025847,0.027179,0.258301,-1.915527,0.675781,0.035706,-0.253939,0.091663,chewing
5330515.0,-0.666992,1.876465,0.084473,-0.062885,-0.018652,-0.017587,0.265137,-1.893555,0.710937,0.036239,-0.300037,0.058089,chewing
5330525.0,-0.681641,1.887207,0.103027,-0.079672,-0.04743,0.014389,0.300781,-1.859863,0.742187,0.054358,-0.33521,0.031176,chewing
5330535.0,-0.692871,1.864746,0.10498,-0.061819,-0.05649,0.041568,0.319336,-1.848145,0.741211,0.053825,-0.331746,0.019718,chewing
5330545.0,-0.683105,1.847168,0.111816,0.051427,-0.075142,0.07834,0.309082,-1.858887,0.747559,0.155348,-0.367452,-0.018919,chewing
5330555.0,-0.693359,1.855469,0.096191,0.146021,-0.0874,0.113247,0.307129,-1.87793,0.734375,0.276588,-0.43913,-0.115645,chewing
5330565.0,-0.702148,1.853027,0.116699,0.220897,-0.127636,0.166006,0.331543,-1.880371,0.719238,0.341605,-0.371982,-0.210772,chewing
5330575.0,-0.674316,1.866211,0.120605,0.262199,-0.114046,0.185458,0.323242,-1.88623,0.727051,0.348533,-0.248609,-0.259268,chewing
5330585.0,-0.672852,1.861328,0.115234,0.288579,-0.143357,0.156147,0.317871,-1.867676,0.738281,0.370116,-0.161743,-0.324551,chewing
5330595.0,-0.662109,1.860352,0.121582,0.241948,-0.123106,0.101789,0.268066,-1.910156,0.72168,0.315758,-0.126836,-0.262199,chewing
5330605.0,-0.658691,1.859375,0.140625,0.21317,-0.120441,0.081804,0.258789,-1.924316,0.703125,0.310429,-0.118576,-0.219032,chewing
5330615.0,-0.654297,1.833008,0.12207,0.236086,-0.098591,0.100989,0.268555,-1.910156,0.700684,0.290178,-0.12577,-0.211305,chewing
5330625.0,-0.661133,1.86084,0.094238,0.236885,-0.072478,0.119109,0.281738,-1.89502,0.745605,0.301636,-0.109783,-0.226227,chewing
5330635.0,-0.703613,1.876465,0.116211,0.17027,-0.05649,0.088199,0.283691,-1.871582,0.71875,0.232355,-0.019452,-0.228358,chewing
5330645.0,-0.632324,1.874023,0.089844,0.100456,-0.084202,0.049562,0.293945,-1.884766,0.730957,0.202511,0.071945,-0.241415,chewing
5330655.0,-0.755371,1.818848,0.104004,0.178263,-0.093262,0.067149,0.291016,-1.871582,0.745605,0.167605,0.118043,-0.23875,chewing
5330665.0,-0.661133,1.868652,0.101074,0.185991,-0.179329,0.04743,0.280762,-1.884277,0.743652,0.144156,0.136429,-0.231023,chewing
5330675.0,-0.709961,1.839844,0.085449,0.176132,-0.19585,0.036772,0.287598,-1.885742,0.735352,0.108717,0.111381,-0.163341,chewing
5330685.0,-0.70459,1.855469,0.068359,0.16574,-0.195051,0.014655,0.291504,-1.890137,0.733887,0.105519,0.047963,-0.08287,chewing
5330695.0,-0.685059,1.866211,0.11377,0.039703,-0.092462,-0.004796,0.316895,-1.875,0.737305,0.059421,0.038371,-0.048496,chewing
5330705.0,-0.710937,1.855957,0.102051,-0.067415,0.007727,-0.024781,0.328613,-1.869141,0.76416,0.065017,0.022649,-0.060221,chewing
5330715.0,-0.678711,1.862305,0.102051,-0.14762,0.123106,-0.027712,0.305176,-1.866211,0.762695,0.094328,-0.005862,-0.064484,chewing
5330725.0,-0.698242,1.852539,0.103027,-0.218766,0.175332,-0.034907,0.296387,-1.910156,0.703613,0.097792,-0.083936,-0.016521,chewing
5330735.0,-0.691406,1.859863,0.106934,-0.311495,0.252873,-0.067149,0.297363,-1.928223,0.666992,0.124438,-0.242214,0.031709,chewing
5330745.0,-0.692383,1.831055,0.09375,-0.311495,0.243547,-0.073544,0.328613,-1.928711,0.69043,0.186257,-0.387703,0.038104,chewing
5330755.0,-0.682617,1.827637,0.13916,-0.372515,0.319755,-0.083936,0.365723,-1.844238,0.758301,0.098325,-0.218499,0.013323,chewing
5330765.0,-0.67627,1.837891,0.132812,-0.212637,0.196383,-0.050095,0.312988,-1.827637,0.807617,0.062352,-0.088199,-0.0437,chewing
5330775.0,-0.67627,1.848633,0.122559,-0.079139,0.140692,-0.025314,0.269531,-1.879395,0.768066,0.026913,-0.073277,0.016254,chewing
5330785.0,-0.659668,1.856445,0.126953,-0.043433,0.109516,-0.007194,0.283203,-1.885254,0.765137,0.010126,-0.009326,0.015721,chewing
5330795.0,-0.659668,1.858887,0.141113,-0.025847,0.077541,-0.003198,0.270996,-1.902344,0.756348,-0.000799,0.03544,-0.01359,chewing
5330805.0,-0.652832,1.861816,0.136719,0.00826,0.062619,-0.02185,0.303223,-1.882324,0.753418,0.01359,0.075675,-0.039969,chewing
5330815.0,-0.663574,1.865234,0.135254,0.040502,0.000799,-0.039436,0.310059,-1.87793,0.745605,0.002665,0.070613,-0.050095,chewing
5330825.0,-0.664551,1.873047,0.130371,0.029044,-0.006395,-0.049029,0.334473,-1.859375,0.744141,-0.001865,0.055957,-0.0437,chewing
5330835.0,-0.687012,1.863281,0.132812,0.055158,0.002132,-0.041568,0.338379,-1.85791,0.755859,-0.008793,0.0429,-0.044499,chewing
5330845.0,-0.691895,1.853516,0.117188,0.071145,0.02638,-0.017054,0.339844,-1.861328,0.75,-0.033841,0.047963,-0.061286,chewing
5330855.0,-0.691406,1.859863,0.119141,0.081271,0.039969,0.01359,0.315918,-1.87207,0.761719,-0.025047,0.045299,-0.03544,chewing
5330865.0,-0.687988,1.871582,0.123535,0.079672,0.063152,0.041835,0.305664,-1.875488,0.760742,-0.022383,0.036505,-0.031176,chewing
5330875.0,-0.674316,1.856445,0.124023,0.059688,0.062619,0.066083,0.306152,-1.879883,0.751953,-0.015455,0.045832,-0.041568,chewing
5330885.0,-0.661621,1.853027,0.129883,0.067415,0.0429,0.046897,0.316406,-1.882813,0.755859,-0.015988,0.095394,-0.074876,chewing
5330895.0,-0.67041,1.847168,0.126465,0.063152,0.020784,0.032508,0.336426,-1.848633,0.775879,-0.036772,0.176132,-0.083403,chewing
5330905.0,-0.654785,1.848633,0.125488,0.075142,0.007461,0.017853,0.299805,-1.886719,0.703125,-0.11298,0.214769,-0.101256,chewing
5330915.0,-0.671387,1.862305,0.131836,0.059954,0.020251,0.02558,0.318359,-1.887207,0.711914,-0.152949,0.206508,-0.033308,chewing
