time_ms,ax,ay,az,gx,gy,gz,state,chewing_prob,cpm,true_label
1869710.0,0.063477,-1.709961,1.169434,-0.108184,0.610466,0.359458,warming_up,0.000000,0.000,chewing
1869720.0,-0.167969,-1.597656,1.239258,0.159877,0.714652,1.038671,warming_up,0.000000,0.000,chewing
1869730.0,0.027344,-1.728027,1.177246,-0.136695,0.742897,0.3051,warming_up,0.000000,0.000,chewing
1869740.0,0.055664,-1.746094,1.17334,-0.151084,0.824701,0.315492,warming_up,0.000000,0.000,chewing
1869750.0,-0.187012,-1.650879,1.250977,0.258202,0.927023,1.352564,warming_up,0.000000,0.000,chewing
1869760.0,-0.056641,-1.717773,1.205078,0.074077,1.041069,0.892116,warming_up,0.000000,0.000,chewing
1869770.0,0.070312,-1.719727,1.171875,0.232622,1.139127,1.203611,warming_up,0.000000,0.000,chewing
1869780.0,-0.015137,-1.676758,1.203613,0.118043,1.149786,0.9566,warming_up,0.000000,0.000,chewing
1869790.0,0.010254,-1.713867,1.184082,0.031975,1.111681,1.038671,warming_up,0.000000,0.000,chewing
1869800.0,-0.030762,-1.717773,1.200195,-0.165473,0.990974,0.83989,warming_up,0.000000,0.000,chewing
1869810.0,-0.032227,-1.708984,1.19043,-0.316557,0.911035,0.660827,warming_up,0.000000,0.000,chewing
1869820.0,-0.072266,-1.70752,1.186523,-0.328282,0.82257,0.63578,warming_up,0.000000,0.000,chewing
1869830.0,-0.062012,-1.659668,1.1875,-0.360524,0.727975,0.570763,warming_up,0.000000,0.000,chewing
1869840.0,-0.094238,-1.63623,1.196289,-0.435933,0.676282,0.560371,warming_up,0.000000,0.000,chewing
1869850.0,-0.047363,-1.668457,1.186035,-0.453786,0.561436,0.568098,warming_up,0.000000,0.000,chewing
1869860.0,-0.035156,-1.695313,1.179199,-0.45192,0.491357,0.561436,warming_up,0.000000,0.000,chewing
1869870.0,-0.033203,-1.69873,1.182129,-0.512674,0.417813,0.522799,warming_up,0.000000,0.000,chewing
1869880.0,-0.033203,-1.734863,1.174316,-0.556907,0.344003,0.515338,warming_up,0.000000,0.000,chewing
1869890.0,-0.03418,-1.735352,1.168945,-0.558239,0.248876,0.531593,warming_up,0.000000,0.000,chewing
1869900.0,-0.047852,-1.731445,1.167969,-0.62219,0.193452,0.476701,warming_up,0.000000,0.000,chewing
1869910.0,-0.066895,-1.692871,1.165039,-0.703194,0.139893,0.519069,warming_up,0.000000,0.000,chewing
1869920.0,-0.086914,-1.698242,1.14502,-0.685341,0.040769,0.531593,warming_up,0.000000,0.000,chewing
1869930.0,-0.120605,-1.65918,1.132813,-0.761816,0.021317,0.555841,warming_up,0.000000,0.000,chewing
1869940.0,-0.108398,-1.661621,1.121094,-0.885721,0.113513,0.641908,warming_up,0.000000,0.000,chewing
1869950.0,-0.104004,-1.696289,1.123047,-0.848683,0.000799,0.714919,warming_up,0.000000,0.000,chewing
1869960.0,-0.074707,-1.736328,1.100586,-0.820438,0.031975,0.745828,warming_up,0.000000,0.000,chewing
1869970.0,-0.092773,-1.744629,1.084473,-0.730907,0.081271,0.718383,warming_up,0.000000,0.000,chewing
1869980.0,-0.099609,-1.722656,1.081543,-0.672018,0.088998,0.630184,warming_up,0.000000,0.000,chewing
1869990.0,-0.130859,-1.707031,1.082031,-0.655231,0.172401,0.549712,warming_up,0.000000,0.000,chewing
1870000.0,-0.145996,-1.757813,1.072754,-0.518802,0.209173,0.494554,warming_up,0.000000,0.000,chewing
1870010.0,-0.125977,-1.750977,1.049316,-0.356527,0.268061,0.441795,warming_up,0.000000,0.000,chewing
1870020.0,-0.161621,-1.745605,1.066895,-0.263265,0.276855,0.372515,warming_up,0.000000,0.000,chewing
1870030.0,-0.17041,-1.691895,1.06543,-0.163341,0.313893,0.2606,warming_up,0.000000,0.000,chewing
1870040.0,-0.175293,-1.702148,1.070801,0.03917,0.281118,0.06555,warming_up,0.000000,0.000,chewing
1870050.0,-0.187012,-1.675293,1.077637,0.378643,0.198781,-0.184392,warming_up,0.000000,0.000,chewing
1870060.0,-0.160645,-1.692871,1.098633,0.49189,0.170536,-0.345602,warming_up,0.000000,0.000,chewing
1870070.0,-0.135742,-1.729492,1.070313,0.695201,0.223029,-0.435666,warming_up,0.000000,0.000,chewing
1870080.0,-0.130859,-1.749512,1.068359,0.94381,0.398095,-0.60487,warming_up,0.000000,0.000,chewing
1870090.0,-0.15625,-1.771484,1.073242,1.134597,0.573427,-0.751691,warming_up,0.000000,0.000,chewing
1870100.0,-0.196777,-1.760742,1.069336,1.15698,0.623789,-0.757819,warming_up,0.000000,0.000,chewing
1870110.0,-0.229004,-1.751465,1.081055,1.001366,0.600074,-0.640309,warming_up,0.000000,0.000,chewing
1870120.0,-0.229004,-1.745605,1.101074,0.721314,0.437798,-0.424475,warming_up,0.000000,0.000,chewing
1870130.0,-0.19873,-1.735352,1.122559,0.507611,0.374113,-0.212904,warming_up,0.000000,0.000,chewing
1870140.0,-0.20166,-1.751465,1.123535,0.373047,0.199847,-0.167605,warming_up,0.000000,0.000,chewing
1870150.0,-0.188965,-1.722656,1.118652,0.215568,0.054358,-0.145489,warming_up,0.000000,0.000,chewing
1870160.0,-0.166992,-1.734375,1.120605,0.123905,-0.045299,-0.155348,warming_up,0.000000,0.000,chewing
1870170.0,-0.143066,-1.764648,1.134277,0.080738,-0.140959,-0.16041,warming_up,0.000000,0.000,chewing
1870180.0,-0.148437,-1.78418,1.120605,0.042368,-0.16041,-0.085268,warming_up,0.000000,0.000,chewing
1870190.0,-0.182617,-1.746094,1.140137,0.050361,-0.158812,-0.113513,warming_up,0.000000,0.000,chewing
